User,Text,Creation_Date,SCNLP_MC_Very_Negative,SCNLP_MC_Negative,SCNLP_MC_Neutral,SCNLP_MC_Positive,SCNLP_MC_Very_Positive,TB_MC_Polarity,TB_MC_Subjectivity,VD_MC_Positive,VD_MC_Compound,VD_MC_Neutral,VD_MC_Negative
dash2018,real test for sustainable rally could perhaps be if yes bank stays over 98.70 for @3/4 days consequently!! otherwise it might move range bound bet @86-96 & with possibility of breaching on either side,2019-07-08 15:09:00,0.0592648897473,0.49079237108986995,0.35989843352216,0.07488031891665,0.01516398672403,0.3125,0.30000000000000004,0.093,0.508,0.907,0.0
daya87,sorry bro..... if any unofficial word that i using,2019-07-08 15:09:00,0.047722697944219995,0.30112564836589,0.5397204709569,0.09474662936902,0.016684553363969998,-0.5,1.0,0.0,-0.0772,0.843,0.157
vinnu4468,advised to cover your shorts. as stock got reversed from 85levels as per technical,2019-07-08 15:09:00,0.04607008030128,0.37720244318642,0.49874956243076,0.06886209829850999,0.009115815783030001,0.0,0.1,0.0,0.0,1.0,0.0
vishal2020,aaj ke liye bass Etna hin. Baki kal dekhenge. market 2.2%down.,2019-07-08 15:07:00,0.11574041108241001,0.47687563982772,0.19603406745823,0.1525260899034,0.05882379172824,-0.15000000000000002,0.5,0.0,0.0,1.0,0.0
vinnu4468,"advised to cover your shorts today itself, stock has taken reversal from 85levels as per technical...",2019-07-08 15:06:00,0.20247145355958998,0.6236486660155101,0.15805623442975,0.00877867570517,0.007044970289970001,0.0,0.1,0.0,0.0,1.0,0.0
optimistic_1978,My target is 125 even it will run up till there much before results date .I dont have more capital otherwise I would buy more .,2019-07-08 15:06:00,0.07429463570209,0.43739257378873,0.36932451551463,0.09748872239011999,0.02149955260444,0.4,0.4,0.0,0.0,1.0,0.0
ConRayinvest,Invest in this bank ......few more days left.....after Q1 you won`t get this at this price,2019-07-08 15:06:00,0.06549316929658,0.4782447627355499,0.35850127081896,0.08044951106919,0.01731128607972,0.5,0.5,0.0,0.0,1.0,0.0
KRBtheKING,I am not trading in yes bank as its under pressure. Not likely to give good results this quarter.,2019-07-08 15:06:00,0.14849558605427,0.64095687733168,0.14723314026315,0.045168406667559995,0.01814598968334,0.35,0.8,0.13,-0.1426,0.6709999999999999,0.199
bj24983,Saw increasing trend today. Intend to sell it on small profit.,2019-07-08 15:05:00,0.12136267541214996,0.44830888211663,0.24477112087506,0.13177263511505,0.053784686481099984,-0.25,0.4,0.225,0.4404,0.775,0.0
India Flair,"Now Rs. 90/- should act as a base for yes bank, it should be held for higher targets.",2019-07-08 15:05:00,0.09670227439974001,0.57200460717957,0.28970563991947995,0.03089421461253,0.010693263888670002,-0.275,0.75,0.14400000000000002,0.4019,0.856,0.0
Dharan29,Hold tight ...now... yes horse will launch in full gallop....,2019-07-08 11:35:00,0.1103834315731,0.6224304372598001,0.15222939958614,0.08746330124397,0.02749343033698,0.0857142857142857,0.4178571428571429,0.231,0.4019,0.769,0.0
rainanil,I think it has already seen the bottom and now there is only one way which is UP,2019-07-08 11:34:00,0.06972417507938,0.53342608486271,0.3615208163737,0.028752413749409997,0.006576509934800001,0.0,1.0,0.0,0.0,1.0,0.0
RJ48,with nifty 200 plus down and bank nifty 750 down.. yes bank would have hit 75 or even low.. lucky some appointment of directors news holding it strong..,2019-07-08 11:34:00,0.07241415641144999,0.30061837189077,0.30481633865773,0.24885499327603,0.07329613976400999,0.09111111111111107,0.4888888888888889,0.312,0.872,0.688,0.0
optimistic_1978,"yes i missed looking at bse site in the morning, now immediately buyed back again .Result date declared and management said all rumours are false.",2019-07-08 11:34:00,0.07184982247249001,0.52808448545694,0.36673781934551003,0.025686108203540003,0.0076417645215299985,-0.20000000000000004,0.3,0.1,0.128,0.818,0.08199999999999999
hjujghhh,bye.....bye....bye....bye.. .. good stock Tragat is 250 in months,2019-07-08 11:33:00,0.13925257819105,0.45823448221349,0.14469692404979995,0.18373347565911,0.07408253988655,0.7,0.6000000000000001,0.266,0.4404,0.7340000000000001,0.0
TokyoDrift,If NIFTY recovers even half then we can see 95 plus closing,2019-07-08 11:33:00,0.022034794768909998,0.21801631545842998,0.6730574465113901,0.0805484902566,0.00634295300467,-0.16666666666666666,0.16666666666666666,0.238,0.5319,0.762,0.0
prasanta21,FM must come out with the modified version of ltcg tax with 3 percent less to address the mkt concern and woo the fiii,2019-07-08 11:32:00,0.07144454952891001,0.45858128650317,0.37827584125086,0.07276358082421001,0.01893474189285,-0.16666666666666666,0.06666666666666668,0.124,0.4767,0.8759999999999999,0.0
boyoboy18,"As per technicals, Yes bank can rebound till 106 - 110 range by Jul expiry.",2019-07-08 11:31:00,0.08473281430658,0.6342153083580799,0.23390186168387,0.03783930984096,0.00931070581051,0.0,0.0,0.172,0.4019,0.828,0.0
Kannanfrom1993inmarket,"No upper circuit, once it reaches 96, it will go to the next range",2019-07-08 11:31:00,0.07126306102433,0.6022330893229301,0.28567845285340004,0.03405157389399,0.00677382290535,0.0,0.0,0.078,-0.25,0.779,0.14300000000000002
yogesh_lostsoul,"it`s and f&o stock , there is no such upper lower circuit limit for such stocks ...",2019-07-08 11:30:00,0.43402138847758004,0.48184983229019,0.07519467855252,0.00299954692125,0.005934553758470001,0.0,0.3333333333333333,0.0,-0.5267,0.7609999999999999,0.239
yuktal9,Please do that every time it moves 10 percent ahead. In ten such magnanimous moves YES bank may regain Rs 400 level.,2019-07-08 11:11:00,0.017265310633490003,0.16297494669620002,0.77187827404312,0.04304845168387,0.00483301694332,0.0,0.25,0.223,0.6940000000000001,0.777,0.0
haldar.tanmay,test buy just for experiment. Tanmay and mayukh testing together,2019-07-08 11:10:00,0.06229730946728,0.46731034415874,0.38317070049541,0.07405851758764,0.013163128290929998,0.0,0.0,0.0,0.0,1.0,0.0
GRitsS4ojE,Aaj shoter royenge ab uper hi jayega niche bahut ho gaya hai ab niche bhul jaye,2019-07-08 11:10:00,0.17417309977742002,0.64528866757447,0.1465883473016,0.01801969621536,0.015930189131149998,0.0,0.0,0.0,0.0,1.0,0.0
shashikantsingh,No its not going to be down now. Just hold and wait for the correct time.,2019-07-08 11:09:00,0.04146383077574,0.33549108423240004,0.5760135966366501,0.040591557791739986,0.006439930563470001,-0.1555555555555556,0.2888888888888889,0.0,-0.29600000000000004,0.872,0.128
knath2017,MMB Board team do not want to See Yes Bank rising. So they are not posting my positive message since yesterday. My Research Report 7 messages has not been posted by them intentionally. Shame to MMB team.,2019-07-08 11:09:00,0.25432549922024,0.57296791718272,0.1195659029337,0.03037204084888,0.02276863981445,0.2272727272727273,0.5454545454545454,0.064,-0.5493,0.763,0.173
lokeshbuddepu,"fake spike, drastic fall expected at the end of the day",2019-07-08 11:09:00,0.13977526632852,0.6572735683505699,0.17696373434019,0.01453333618586,0.01145409479485,-0.3,0.7,0.0,-0.4767,0.763,0.237
shashikantsingh,"Just do continue SIP in YES bank just buy a small, small quantity at every fall. Surely cross 350 this time.",2019-07-08 11:08:00,0.09653011965084,0.6177319638239,0.23999988904295,0.03606296969694,0.00967505778537,-0.16666666666666666,0.26666666666666666,0.26,0.7456,0.74,0.0
moin2k10,"same conference was done @ 140 levels and trapped many investors there , don`t even try to do any investment until they prove themselves ! Trap management will trap you & at last you will loose",2019-07-08 11:07:00,0.26636433310781,0.53683439946668,0.17244136168358,0.013674377054549998,0.010685528687379998,0.0696153846153846,0.1921794871794872,0.0,-0.8622,0.726,0.274
mg_1307,BUYING FOR THE DAY TRADING TRADE GAINS WITH BATA INDIA FOR TODAY,2019-07-08 11:07:00,0.12051139530288,0.60229886771489,0.19144062425519,0.060820707698260014,0.02492840502878,0.0,0.0,0.179,0.34,0.821,0.0
rd12345,sellers will cry soon and should cry because they deserve to cry,2019-07-08 11:06:00,0.10946691681953,0.50298368071263,0.32640213854169,0.045893159416490005,0.01525410450966,0.0,0.0,0.0,-0.8519,0.4920000000000001,0.508
DSR576,Shorters are crying.. All those are posting negative are seems to be shorters 😂😂😂,2019-07-08 10:08:00,0.05138530053758,0.27670993455765996,0.3983327061055301,0.22647114725668,0.04710091154255,-0.25,0.5,0.0,-0.5719,0.778,0.222
new21,Mandiwalo ki to band baj gai. Stop loss triggered. today closing expected ₹ 96.,2019-07-08 10:07:00,0.07729663945183,0.46052683906759,0.33943792421281005,0.09772751807576,0.025011079192009997,-0.1,0.4,0.0,-0.5423,0.71,0.29
hprasadd,Sell sell sell yesbank... Any time ut will come to 85 levels,2019-07-08 10:07:00,0.02297342581197,0.09603489135292999,0.18441961616635005,0.59987474630039,0.09669732036834999,0.0,0.0,0.0,0.0,1.0,0.0
vishal2020,buy intraday target 100 sure buy and hold any time upper circuit,2019-07-08 10:06:00,0.03141934309666,0.36100690565077,0.56913725031635,0.03484374410649,0.00359275682973,0.25,0.4444444444444444,0.173,0.3182,0.8270000000000001,0.0
Mahaguru99,announcements n letter already uploaded by money control. please have a look,2019-07-08 10:06:00,0.15320466213420006,0.60984638334195,0.17131833626464002,0.0428707678384,0.022759850420820002,0.0,0.0,0.204,0.3182,0.7959999999999999,0.0
peacock_1,Today YB will cross 100 the shorter and speculators who dragged down YB will be taught a lesson.,2019-07-08 10:06:00,0.1297107336928,0.54562385155662,0.25446822044420997,0.04898055139126,0.021216642915110002,-0.07777777777777779,0.14444444444444446,0.0,-0.0516,0.93,0.07
rajeshjain13,Yes bank will cross Rs.100.soon.Buy immediately and hold.Dont sell.It will raise to 150 levels after the results.,2019-07-08 10:06:00,0.01600246016174,0.08910709636488,0.55707402958928,0.3058593264438401,0.03195708744026,0.0,0.0,0.14400000000000002,0.4019,0.856,0.0
JAG2153,see volume and number of buyers.. gonna fly high for sure,2019-07-08 10:05:00,0.01870500848911,0.08779493360054999,0.28085347885402,0.55386900825082,0.0587775708055,0.4866666666666666,0.7762962962962963,0.28600000000000003,0.3818,0.7140000000000001,0.0
jayanta0000,sell call yes bank...intraday target 85...SL 96.8 weekly 80 levels possible...buy only above 97,2019-07-08 10:04:00,0.12830192537288998,0.48371685430309,0.15808902051275,0.16990520787539,0.059986991935879995,0.0,0.55,0.172,0.4019,0.828,0.0
ranzu,"The quarterly result is brought forward to 17th, I will read that as positive from Management, they have the confidence to declare early result.",2019-07-08 09:52:00,0.02640035554506,0.07358214054982001,0.09077898925337,0.6173295250020401,0.19190898964970998,0.16363636363636366,0.4227272727272727,0.247,0.7845,0.753,0.0
Prospero1,ha ha ha ... convince yourself by chanting that repeatedly...,2019-07-08 09:28:00,0.06195345379894,0.43624442887736,0.34094557245413,0.13629377872793,0.024562766141639998,0.0,0.0,0.605,0.802,0.395,0.0
amitshivam,"sell sell sell sell Stop loss hit, book loss cover, target 60 this month",2019-07-08 09:27:00,0.06607903971614999,0.4681038369869099,0.34048411962687997,0.10657796808217,0.018755035587900003,0.0,0.0,0.0,-0.7003,0.618,0.382
ursay,yb has formed its bottom...... buy............................,2019-07-08 09:26:00,0.062061472218899995,0.29886767519807,0.35923420092684,0.22590588685621998,0.05393076479997,0.0,0.0,0.0,0.0,1.0,0.0
YSR123456,zee business persons not gods. they are all just brokers now a days situations.,2019-07-08 09:26:00,0.12534667620308998,0.63460585354821,0.18179384437045998,0.04082468614376,0.01742893973448,0.0,0.0,0.0,0.0,1.0,0.0
ShareExpert984,buy buy buy u ll not get another good chance tp buy this,2019-07-08 09:26:00,0.12047467757081,0.70533432868379,0.15571074237507998,0.01236728891383,0.0061129624565000006,0.7,0.6000000000000001,0.139,-0.1043,0.6940000000000001,0.16699999999999998
ConRayinvest,q1 to be announced on the 17th makes it clear that there is nothing wrong with the bank...... don`t short at all and don`t listen to these media channels....yes bank will be the best investment of 2019......stay invested,2019-07-08 09:26:00,0.16444233485883,0.6098142218374301,0.17891641310215,0.03039952950973,0.01642750069186,0.15000000000000002,0.4708333333333333,0.211,0.8539,0.789,0.0
201802,what is the stop loss for this call by Zee business,2019-07-08 09:26:00,0.04702433803425,0.5361272680553101,0.3876359832187101,0.02407144666489,0.00514096402684,0.0,0.0,0.0,-0.5423,0.667,0.333
dinesh789,sell given by zee business at intraday huge selling let`s wait for lower circuit.,2019-07-08 09:26:00,0.10388891901288999,0.54983903916989,0.28408419768216,0.04908354759288,0.013104296542180002,0.4000000000000001,0.9,0.139,0.0258,0.727,0.133
SmallInv0099,Bears are tired of making money... now short covering.,2019-07-08 09:25:00,0.21187919784464002,0.66967627956663,0.10229317135933001,0.009070788152870001,0.00708056307652,-0.2,0.5,0.0,-0.4404,0.7340000000000001,0.266
KAPIL MATTA,this is very good stock this is very good stockthis is very good stockthis is very good stockthis is very good stock,2019-07-08 09:25:00,0.00315114578049,0.00185604081967,0.00619314596522,0.3092099821704,0.6795896852642199,0.91,0.7800000000000001,0.484,0.9429,0.516,0.0
JulDp,What is the target of Yes bank before results ??,2019-07-08 05:29:00,0.01814632542268,0.13344361589135,0.71064677395342,0.123965502042,0.01379778269055,0.0,0.0,0.254,0.4696,0.746,0.0
optimistic_1978,"He also said radius group did not default and paid interest on time , there were rumours only it defaulting . Also he said that out of the 10k cr. watch list a lot is in good health and gave good income .",2019-07-08 05:26:00,0.20003507414126,0.51673061540159,0.24598732165322,0.02308337839666,0.01416361040728,0.4666666666666666,0.7333333333333334,0.196,0.8316,0.804,0.0
201802,there are guys in this forum who will not trust the new CEO as well. my only question to them is why they continue in this board and pass negative comments.,2019-07-08 05:23:00,0.05695328495994001,0.36069670993411,0.41915469677341,0.14126227468499,0.02193303364755,-0.054545454545454536,0.6181818181818182,0.058,-0.6488,0.767,0.175
RnD_Stock,"@Ryan, THERE MIGHT BE NO PROBLEMS IN BOARD, But NPA`s were the actual issues and they should disclose all NPA by next results. I see more write off`s by next results and this will be dragged below 70 by then. follow for updates",2019-07-08 05:16:00,0.4963655176332101,0.41757263864798,0.07205451052,0.00359011734733,0.01041721585149,0.125,0.15,0.0,-0.5397,0.877,0.123
RnD_Stock,Opertrs moved this up to eat out premiums. Target below 80 Intact in this series. Follow for updates. RG Statements were not trust worthy till Results.,2019-07-08 05:12:00,0.0141658410549,0.03361865987003,0.14776973408132,0.5926218162856801,0.21182394870806,0.3333333333333333,1.0,0.06,-0.5119,0.769,0.171
pariperumal,July 17 ....will be board meeting.......... expecting good results...................mmm,2019-07-08 05:06:00,0.05240043054639,0.21070980007226,0.26103153049129,0.38164316434753,0.09421507454252,0.7,0.6000000000000001,0.266,0.4404,0.7340000000000001,0.0
Surenraj99,All the week hands will be out before 146 than only price will move after results on 17th July. So hv patience.,2019-07-08 05:06:00,0.08807423933164997,0.6035117000050401,0.27423323751831,0.02781140917968,0.006369413965319999,0.0,1.0,0.0,0.0,1.0,0.0
friend111,please don`t buy in hurry it just traping shorters because zee news given sell call with 75rs terget. so please don`t ........ .wait till 75 to enter.,2019-07-08 05:05:00,0.22998201061827,0.5814591358665601,0.13569567830125998,0.03599370505344,0.01686947016047,0.0,0.0,0.155,0.5574,0.845,0.0
MARKERT_MASTER,Some boarders have big illusion here that they have rightly predicted today the upmove of yes bank. if u cry daily that price will increase then one day it will definitely increase even a kid knows this. Real game was played by shorters.Wha... ,2019-07-08 05:04:00,0.07433686373621001,0.51118645826638,0.33310422214440005,0.06628608125603,0.01508637459697,-0.06285714285714288,0.34714285714285714,0.246,0.8074,0.693,0.061
Marenahally,"Tomorrow Yes bank opening will be above Rs 100 just watch will go till Rs 120 , BUY",2019-07-08 05:04:00,0.05685575951611,0.31355075080358,0.25086707370408,0.32247555147262,0.056250864503610006,0.0,0.1,0.14400000000000002,0.4019,0.856,0.0
daya87,Gap up... gap up... gap up... Tomorrow without fail YB is in very attractive price,2019-07-08 02:38:00,0.10429719299658001,0.50844617098425,0.25958190627484,0.09462101328508,0.033053716459249996,0.25,0.6499999999999999,0.317,0.7221,0.6829999999999999,0.0
Sen800,We are choosing to buy this stock on the basis of technical analysis,2019-07-08 02:38:00,0.06944238800309,0.66795272613207,0.20898300209734,0.044750027009899995,0.00887185675759,0.0,0.1,0.0,0.0,1.0,0.0
optimistic_1978,Just shut up 🤐 if you don t know trading learn first then comment,2019-07-08 02:37:00,0.02415988010102,0.25124594193141003,0.64788599123153,0.06903684190008,0.00767134483596,0.25,0.3333333333333333,0.0,0.0,1.0,0.0
Praveeneega,I hope so I increased my buy order from 91.50 to 92.50 now may be by closing i can get .,2019-07-08 02:37:00,0.01798973682539,0.11444133255263,0.69879766240489,0.15198161414126002,0.01678965407582,0.0,0.0,0.261,0.6478,0.7390000000000001,0.0
Shaleen19,"Miracle Yesbank strategy always different, when the index in profit this bank going under loss, when the index in losses this bank moving uptrend",2019-07-08 02:37:00,0.11222908591849999,0.57577983302984,0.22766467694364997,0.06250794068115001,0.02181846342687,0.0,0.6,0.211,0.4019,0.631,0.158
KC98,sensex all Postive yes bank is negative ... sensex all negative yes bank is Postive .. but there is good news that yes bank appointed 2 senior managers to managing liquidity fund .. thank you,2019-07-08 02:36:00,0.21948015879134,0.63685927123078,0.1250135489015,0.00997235827213,0.00867466280426,0.033333333333333326,0.4666666666666667,0.312,0.8641,0.586,0.102
DhirajBagri,Appointment at senior positions who have pedigree and results being announced on 17th July are good indications. The management commentary was also good.,2019-07-08 02:35:00,0.04556619520779,0.19338322745331998,0.29189622070363,0.37823293709274003,0.09092141954250996,0.7,0.6000000000000001,0.21600000000000005,0.7003,0.784,0.0
Aavani,"Good to See Yes bank holding its levels even after a blood bath in the market, Thanks for the management for proactively releasing result date and for the press release.",2019-07-08 02:32:00,0.16760550235587,0.5204557446529,0.20555119117436,0.07483513408555,0.031552427731310013,0.45,0.4,0.246,0.8176,0.754,0.0
KC98,Feel good that even after such a drastic fall in Nifty Yes Bank is in green. Otherwise you can imagine what could have been the price if Yes bank would have moved with Nifty. Thanks.,2019-07-08 02:27:00,0.06129536330337,0.29979507612178,0.26204077747258,0.31316472660038003,0.06370405650189,0.175,0.4,0.3720000000000001,0.9393,0.628,0.0
Psbb,Oxygen is being provided by yes bank see mkt is having blood bath inspite YB is holding good show tomorrow we will see gap up opening that`s for sure I bought 1000 today....,2019-07-08 02:25:00,0.12665501570242998,0.4628949852384099,0.32133909960543,0.06875721575669999,0.020353683697040003,0.6,0.7444444444444445,0.214,0.7845,0.7859999999999999,0.0
Irfans84,"200 is fair value of yes bank. but due to recent hidden npa, share price was hammered. Still deserved to be 100 plus. wait for one month and it will touch 150 again.",2019-07-07 12:40:00,0.011876297356469999,0.0345178588889,0.22415080492825,0.58895476944601,0.14050026938038002,0.10208333333333333,0.4645833333333333,0.21600000000000005,0.7184,0.784,0.0
runrunrun1000,58 is the bottom it will test before Q1 results 😉,2019-07-07 12:37:00,0.10692606268508001,0.55194212413553,0.29348880912584996,0.03408173064866,0.013561273404879998,0.0,0.0,0.0,0.0,1.0,0.0
kbee,Yes Bank has been bottomed out. Target is 100 for sure shot on Monday.,2019-07-07 12:34:00,0.06322163105499,0.40671937030883,0.43070342797202,0.08125565495715,0.018099915707,0.5,0.8888888888888888,0.294,0.6124,0.706,0.0
vensri,monday onwards all shorter s fully crying rip to al l hip hop hurrey,2019-07-07 12:34:00,0.14105501239156001,0.66283663916065,0.16593858563188,0.01926239201758,0.01090737079834,-0.2,0.6,0.0,-0.5256,0.764,0.236
Vikru_2511,"was searching for such advice, even I bought it 180 shares@148, waiting to settle down to make average.",2019-07-07 12:33:00,0.17612232385995,0.5601770220192399,0.24400271752823996,0.01295760335121,0.00674033324137,-0.10185185185185186,0.3962962962962963,0.0,0.0,1.0,0.0
vensri,all this market only shorters they mind only negative kik hard every share short,2019-07-07 12:31:00,0.1100439909263,0.6759705382653199,0.18509488128781,0.0226071590645,0.00628343045606,-0.11833333333333332,0.6483333333333332,0.12,-0.4404,0.601,0.279
lowercircuit2,Buyers of this stock will become beggars for life time. All mutual funds sold this junk. almost all fiis are exiting it.,2019-07-07 12:27:00,0.06754138783667,0.37170531832303,0.31040709484630996,0.20644410930002,0.04390208969397,0.0,0.0,0.0,0.0,1.0,0.0
sanjaysanghi,Stay away from this stock history may be repeat like global trust bank.,2019-07-07 12:27:00,0.13154591850602998,0.5991362475841601,0.18158588520926008,0.06329028187305001,0.0244416668275,0.0,0.0,0.345,0.7003,0.655,0.0
Satnair22,A fall upto 90 was expected. There is least likely possibility that this stock can go below 80. Short term stress is possible. The mgt has addressed most of the problems in the last quarter itself so one may expect this stock to recover now... ,2019-07-07 12:26:00,0.0536257421186,0.4903120961543101,0.41348511972381,0.0342840924782,0.00829294952508,0.014285714285714282,0.5238095238095238,0.0,-0.6969,0.879,0.121
Anandasahoo,Yes bank stock crossing to dangerous border so small investors same killing,2019-07-07 12:24:00,0.07938025459831,0.64400548216785,0.24647719227585999,0.023342636066689997,0.0067944348913,-0.2833333333333333,0.475,0.141,-0.7003,0.469,0.391
follower1234,good sarcasm in your message but remember buyers of this stock will laugh all the way to the bank if they can hold it for 1-2 years.... keep that sarcasm for happy days as well as you will have to play your words to have a sporting laugh at... ,2019-07-07 12:23:00,0.028477075612070007,0.10045292883608001,0.30324149013672996,0.4472892145619001,0.12053929085322,0.525,0.4500000000000001,0.34,0.9672,0.603,0.057
ARUNPAN,keep your cool.... most important factor to make gains in this market... everyone is giving Doomsday projections but still there are buyers with volume running in crores.... if you have capacity to invest and you have risk appetite then thi... ,2019-07-07 12:20:00,0.0013625262684100001,0.00318467744491,0.06906117340925999,0.84935569909473,0.07703592378267997,0.4166666666666667,0.7166666666666667,0.11,-0.274,0.778,0.112
nitin04021967,"As per my analysis Yes Bank NPA including hidden NPA should be 18000 cr, next two years is bad days for Yes Bank, but after that it may test 900 also under good management.grab the share between 60 to 90 as much as possible.",2019-07-07 11:00:00,0.3350780180151,0.4199787902014,0.1862160329,0.02719042173511,0.03153673714839,-0.033333333333333305,0.52,0.201,0.7964,0.7559999999999999,0.044
knath2017,"MMB Board not posting my positive message. I predicted that now Large cap Stocks like Reliance, Titan, Tata Steel, Vedsnta, Maruti, Hero Moto, SRF, UPL All Fertilizers, Auto, etc. will fall big way, but Yes Bank will consolidate between 80 ... ",2019-07-07 10:21:00,0.14664465931183,0.47723120955437,0.16644917446606,0.14184903393316,0.06782592273458,0.14718614718614714,0.35800865800865805,0.16699999999999998,0.6846,0.79,0.043
arunjames1234,"don`t even think to buy this junk above 60 RS, this won`t cross even 100 in next few years. tomorrow 75 is easily possible",2019-07-07 10:16:00,0.17704535708639,0.57823046812278,0.19779691073376,0.034107888869030004,0.01281937518803,-0.04,0.24,0.094,0.34,0.906,0.0
wiseman2011,surprised that Dividend payment was cleared by RBI despite the huge provisioning and write-offs were they not aware of si the situation not so alarming as made out to be,2019-07-07 10:14:00,0.08384701306537,0.47491168132504,0.30394727557999,0.1127168483876,0.02457718164201,0.06875000000000002,0.6625,0.153,0.2666,0.7879999999999999,0.059
Sidhbrad,@Freedy Rs.2 dividend only to attract FPI & somewhat they were successful if you check & compare the shareholding pattern....now it`s a question of long term investment so FPI brought down the price & in last 2 months 80 Cr share taken into... ,2019-07-07 10:12:00,0.11501692189078,0.60596071524851,0.22335500805669,0.040192873347690006,0.01547448145634,0.10888888888888887,0.5411111111111111,0.19,0.804,0.81,0.0
Kamboj420,Moneycontrol mere comments ko post kuo nhi kr rha hai ?,2019-07-07 10:11:00,0.08963129312739,0.6268028454105,0.25428110441622,0.02055604471822,0.00872871232767,-0.5,0.5,0.0,0.0,1.0,0.0
Kamboj420,"Parkash Ghaba G 1 july ko bolte hai hold kro, 3 july ko bolte hai yes bank se nikl jaao, or 6 july ko bolte hai ki agar risk lene ki shamta hai to hold kro.... deama kya hai ye ????",2019-07-07 10:10:00,0.28724969656223,0.56938198003397,0.11440275164908,0.01350762411498,0.01545794763974,0.0,0.0,0.09,0.3736,0.8590000000000001,0.052000000000000005
Kamboj420,my loss is 65K but i hold this bcoz i know that target of this share is 150 within nxt 5 trading session. Remember India`s 4the Largest Bank that is Yes Bank..... Jai Mahakaal,2019-07-07 10:06:00,0.11489209664755,0.57197807587602,0.26521584420059,0.03524529335905,0.01266868991678,0.0,0.0,0.187,0.7311,0.768,0.045
monosha,"I think low 75 and high 87, best of luck..........................",2019-07-07 10:04:00,0.08194667231576,0.22141499311808,0.15234147002265,0.38605221847914,0.15824464606438,0.38666666666666666,0.38,0.316,0.4767,0.526,0.158
MARKERT_MASTER,Ranveer Gill not capable to arrest the falling price.Do not expect much from this fellow. Share might increase in short term only due to shortcovering.,2019-07-07 09:58:00,0.11166586774463,0.6462086415135699,0.20802369254227,0.02224334912365,0.01185844907589,-0.012500000000000002,0.3791666666666667,0.21600000000000005,0.4122,0.66,0.125
stockst19,expecting 95 RS for tommorow.. let see . I. m ready for buy if down as well,2019-07-07 09:57:00,0.05530832043622,0.39252711728602,0.47115975568207,0.06841177056482001,0.01259303603087,0.022222222222222213,0.3944444444444445,0.261,0.5574,0.7390000000000001,0.0
kmr9,no reason to climb up on monday...ths is in no hurry to reverse from here.. simply wait fr results.. buy wen its in safe zone above 115..,2019-07-07 02:36:00,0.24223746736891005,0.60440530508291,0.13153472347665,0.012902116014790002,0.00892038805672,0.16666666666666666,0.3190476190476191,0.093,-0.128,0.767,0.141
penultimate,i am thinking how is the fallen same increase the 30@P% single day tomorrow i think f&o ban this my own opinion,2019-07-07 02:32:00,0.39692109097816,0.46005080532491,0.12008758571527,0.00903025793715,0.013910260044499998,0.1761904761904762,0.44642857142857145,0.091,-0.5859,0.669,0.24
vensri,ARUNPAN your name says it all short and you will need a PAN,2019-07-07 02:28:00,0.07344361330708,0.4392457491583,0.35890166097759,0.10253257657447999,0.025876399982560003,0.0,0.3,0.0,0.0,1.0,0.0
follower1234,"Time to start adding YB. Earnings will be better than expected, will cross 100 shortly. Oversold.",2019-07-07 02:22:00,0.07793111599864,0.46484395515319,0.2495776419921701,0.17328008857867006,0.03436719827733,0.1,0.3,0.162,0.4404,0.838,0.0
MasterOfStockAnalytics,Yes bank is shorters paradise . Short in the morning cover in the afternoon and become a millionaire.,2019-07-07 02:18:00,0.039067051745629994,0.26746245907682004,0.58730277968953,0.0915073399402,0.01466036954781,0.0,0.3,0.33,0.7845,0.67,0.0
ronytk,"one day all ur target would be achieved but in opposite direction. YB will hit hard,,make ur ass red mark my worrs. M****",2019-07-07 02:16:00,0.04386126411903,0.41012328098949,0.49030842734179997,0.04817937390284,0.0075276536468400004,0.0,0.0,0.0,-0.6956,0.8220000000000001,0.17800000000000002
raaj936,another gut felling that there will be comeback soon in few days time,2019-07-07 02:15:00,0.05903240051566,0.4284224387900301,0.35710944792006,0.13364997796855999,0.02178573480569,-0.2,0.1,0.0,0.0,1.0,0.0
optimistic_1978,"Market never does what is just obvious , it will be green on Monday.",2019-07-06 12:05:00,0.11435748071110001,0.5536067967687399,0.26067013585446003,0.05272773837803,0.01863784828766,-0.1,0.4,0.0,0.0,1.0,0.0
Haritasa,Please note that this is the time to buy as too many negative news start coming talk of price to come down to Rs.50-60 etc,2019-07-06 12:03:00,0.11654657474817999,0.55269422842661,0.28579585247342,0.03234176179648,0.01262158255531,0.01481481481481481,0.3962962962962963,0.079,-0.34,0.7929999999999999,0.128
aaaashuu,"Ravneet Gill did his best but failed miserably,there are rumors that the management is not happy with his performance and he may be sacked shortly best option appears to be exit co 50/60 level doesn`t look too far from here.i hate to say th... ",2019-07-06 12:03:00,0.32668439703517,0.52678533506528,0.11854465394649999,0.014246826109850001,0.013738787843200002,0.0666666666666667,0.6333333333333334,0.138,-0.7267,0.64,0.222
hJONQujGEU,"Sell orders were huge at Dhfl week ago as well... It was lower circuit in fno... Still it managed to go up by 12-14... Its all fake sell orders... But if there is a problem, then recovery may take time... I wonder how promoter and managemen... ",2019-07-06 12:02:00,0.12440834356446,0.58090993789571,0.24898918536259,0.03276328136868,0.01292925180857,-0.04999999999999996,0.95,0.034,-0.6757,0.8190000000000001,0.147
